  5.0000000e-006	  1.5966835e+000	
  5.0125000e-006	  1.2506014e+000	
  5.0250000e-006	  2.6470769e+000	
  5.0375000e-006	  3.9348594e-002	
  5.0500000e-006	  2.7511353e-001	
  5.0625000e-006	  2.3918649e+000	
  5.0750000e-006	  1.8023409e+000	
  5.0875000e-006	 -1.7382248e+000	
  5.1000000e-006	 -1.1039909e+000	
  5.1125000e-006	  5.6633996e-002	
  5.1250000e-006	  1.1449804e+000	
  5.1375000e-006	  1.0249696e-002	
  5.1500000e-006	 -1.2529595e+000	
  5.1625000e-006	  4.7503032e-001	
  5.1750000e-006	  2.6098427e-001	
  5.1875000e-006	 -1.1857723e+000	
  5.2000000e-006	 -3.4009127e-001	
  5.2125000e-006	  1.6172606e+000	
  5.2250000e-006	  2.6694743e-001	
  5.2375000e-006	 -1.3211690e+000	
  5.2500000e-006	  5.7580341e-001	
  5.2625000e-006	 -1.2783321e+000	
  5.2750000e-006	  9.0150906e-001	
  5.2875000e-006	 -6.1742687e-001	
  5.3000000e-006	  9.8579919e-001	
  5.3125000e-006	  1.7014984e+000	
  5.3250000e-006	  6.4084857e-001	
  5.3375000e-006	  2.4570550e-002	
  5.3500000e-006	  2.3236126e+000	
  5.3625000e-006	  1.8483883e+000	
  5.3750000e-006	  9.3057521e-001	
  5.3875000e-006	 -5.6430664e-001	
  5.4000000e-006	 -1.1063073e+000	
  5.4125000e-006	  7.1508233e-001	
  5.4250000e-006	 -3.8511791e-001	
  5.4375000e-006	 -7.9288285e-001	
  5.4500000e-006	  1.6536788e+000	
  5.4625000e-006	  2.3970288e+000	
  5.4750000e-006	  1.0247266e+000	
  5.4875000e-006	  7.6561824e-001	
  5.5000000e-006	 -1.1281849e+000	
  5.5125000e-006	  1.0900098e+000	
  5.5250000e-006	 -9.7443222e-001	
  5.5375000e-006	 -8.6370928e-001	
  5.5500000e-006	  1.9347705e+000	
  5.5625000e-006	  5.4787033e+000	
  5.5750000e-006	  1.0410223e+001	
  5.5875000e-006	  1.3626984e+001	
  5.6000000e-006	  1.5207848e+001	
  5.6125000e-006	  1.6598555e+001	
  5.6250000e-006	  1.1187392e+001	
  5.6375000e-006	  8.9604944e-001	
  5.6500000e-006	 -1.0328444e+001	
  5.6625000e-006	 -1.8285030e+001	
  5.6750000e-006	 -3.0506860e+001	
  5.6875000e-006	 -3.5281928e+001	
  5.7000000e-006	 -3.3017049e+001	
  5.7125000e-006	 -2.5029506e+001	
  5.7250000e-006	 -1.6285196e+001	
  5.7375000e-006	 -4.4663986e+000	
  5.7500000e-006	  9.0293223e+000	
  5.7625000e-006	  2.0468857e+001	
  5.7750000e-006	  2.4394603e+001	
  5.7875000e-006	  2.3844032e+001	
  5.8000000e-006	  2.5333321e+001	
  5.8125000e-006	  1.9058089e+001	
  5.8250000e-006	  1.3013511e+001	
  5.8375000e-006	  3.1298232e+000	
  5.8500000e-006	 -2.0557899e+000	
  5.8625000e-006	 -6.9331105e+000	
  5.8750000e-006	 -9.2169817e+000	
  5.8875000e-006	 -1.1227957e+001	
  5.9000000e-006	 -9.8223111e+000	
  5.9125000e-006	 -8.1945829e+000	
  5.9250000e-006	 -8.3181726e+000	
  5.9375000e-006	 -6.7837655e+000	
  5.9500000e-006	 -2.1640454e+000	
  5.9625000e-006	  2.3429304e-001	
  5.9750000e-006	  2.4472471e+000	
  5.9875000e-006	 -4.5818028e-001	
  6.0000000e-006	  4.1938033e+000	
  6.0125000e-006	  6.9989970e+000	
  6.0250000e-006	  4.1966052e+000	
  6.0375000e-006	  4.1721205e+000	
  6.0500000e-006	  2.9771976e+000	
  6.0625000e-006	  3.9899264e+000	
  6.0750000e-006	  3.8468629e+000	
  6.0875000e-006	 -8.8696540e-001	
  6.1000000e-006	  6.7915331e-001	
  6.1125000e-006	 -1.2913575e+000	
  6.1250000e-006	 -1.6760097e+000	
  6.1375000e-006	 -2.8828404e+000	
  6.1500000e-006	 -4.9199259e-001	
  6.1625000e-006	 -1.9842079e+000	
  6.1750000e-006	 -2.4598119e-001	
  6.1875000e-006	 -9.5706354e-001	
  6.2000000e-006	  5.1839065e-001	
  6.2125000e-006	  1.6202485e+000	
  6.2250000e-006	  2.4103940e+000	
  6.2375000e-006	 -1.1842257e+000	
  6.2500000e-006	 -1.4909436e+000	
  6.2625000e-006	  1.8324382e+000	
  6.2750000e-006	  1.1344251e+000	
  6.2875000e-006	 -1.5141583e+000	
  6.3000000e-006	 -1.0280159e+000	
  6.3125000e-006	  1.2012170e+000	
  6.3250000e-006	  8.0653095e-001	
  6.3375000e-006	 -1.5637062e+000	
  6.3500000e-006	  6.4108156e-001	
  6.3625000e-006	  1.4246469e+000	
  6.3750000e-006	 -1.7877895e-001	
  6.3875000e-006	 -1.6499473e+000	
  6.4000000e-006	 -1.0466953e+000	
  6.4125000e-006	  1.8982909e+000	
  6.4250000e-006	  6.6542436e-001	
  6.4375000e-006	 -1.6624170e-001	
  6.4500000e-006	  5.2491256e-001	
  6.4625000e-006	  3.9744991e-001	
  6.4750000e-006	  6.7440467e-001	
  6.4875000e-006	 -1.0275974e+000	
  6.5000000e-006	  5.1020476e-001	
  6.5125000e-006	  3.2309551e+000	
  6.5250000e-006	 -2.0157429e+000	
  6.5375000e-006	 -1.3926976e+000	
  6.5500000e-006	  1.4687673e+000	
  6.5625000e-006	 -4.4418994e-001	
  6.5750000e-006	 -5.9203544e-001	
  6.5875000e-006	 -2.2919612e+000	
  6.6000000e-006	 -5.6119168e-001	
